obi,hedge,kill,seed,pnl_usd,return_pct,sharpe,max_drawdown_pct,inv_max,inv_final,sigma2_max
True,True,True,20240109,-1412.6199999999953,-1.4126199999999978,-0.13492033752592958,-1.4135542044277594,1585,-548,0.0017
True,True,True,20240112,-1436.0400000000081,-1.436040000000005,-0.11478451861936766,-1.445941196204811,1664,-1263,0.001778644068
True,True,True,20240113,-1312.9100000000035,-1.3129100000000005,-0.10791973579942936,-1.3247152150264982,2319,-2319,0.0017549152540000002
True,True,True,20240114,-1326.4800000000032,-1.3264800000000077,-0.11953332659345808,-1.329,1162,-574,0.001757514124
True,True,True,20240117,-939.5499999999993,-0.9395500000000001,-0.08292793503451786,-0.96443913749468,891,-94,0.001731525424
True,True,True,20240115,-1395.4300000000076,-1.3954300000000086,-0.12166480801263527,-1.4046809967546454,2606,-738,0.001777937853
True,True,True,20240116,-1091.5399999999936,-1.0915399999999909,-0.08403227325685685,-1.1055533430912758,996,690,0.0017507344630000002
True,True,True,20240118,-1158.1899999999987,-1.1581900000000034,-0.08898751495665909,-1.1869532034818207,1031,123,0.0017700974030000001
True,True,True,20240120,-1287.800000000003,-1.2878000000000056,-0.10654278267423119,-1.3000093591314772,958,-661,0.0017792090400000002
True,True,True,20240119,-1217.4000000000015,-1.2173999999999907,-0.09964251111234271,-1.248120215041707,1174,154,0.001774463277
